 11.277908,76.228176,20130609130551,11,122.5,120
 11.277908,76.228176,20130609130551,11,122.5,120
 11.277908,76.228176,20130609130551,11,122.5,120
 11.277908,76.228691,20130609130551,11,122.5,120
 11.277908,76.228691,20130609130551,11,122.5,120
 11.277908,76.228691,20130609130551,11,122.5,120
 11.278055,76.229035,20130609130551,11,122.5,120
 11.278055,76.229035,20130609130551,11,122.5,120
 11.278055,76.229035,20130609130551,11,122.5,120
 11.278139,76.229528,20130609130551,11,122.5,120
 11.278139,76.229528,20130609130551,11,122.5,120
 11.278139,76.229528,20130609130551,11,122.5,120
